-29,1,0
11,2,1
-11,3,4
-37,4,5
2,5,5
-3,6,7
18,7,5
-45,8,7
-26,9,7
1,10,11
43,11,13
-32,12,13
-24,13,14
43,14,14
-15,15,14
22,16,14
11,17,19
-40,18,19
-18,19,20
46,20,21
-26,21,22
9,22,21
-13,23,24
3,24,23
-49,25,27
30,26,25
43,27,28
-42,28,27
-1,29,27
44,30,32
-45,31,32
7,32,31
-16,33,35
43,34,34
-26,35,33
-25,36,36
34,37,39
10,38,36
26,39,37
-4,40,41
-7,41,42
-16,42,43
25,43,43
5,44,46
-6,45,43
45,46,45
4,47,49
12,48,46
47,49,49
44,50,49
49,51,53
-29,52,50
-6,53,51
30,54,56
-5,55,53
-17,56,54
45,57,59
-46,58,59
-39,59,57
-22,60,62
23,61,60
-50,62,62
16,63,64
-1,64,66
-11,65,66
47,66,64
8,67,65
32,68,69
42,69,68
7,70,68
26,71,73
1,72,74
9,73,72
-16,74,72
-39,75,76
21,76,77
32,77,79
8,78,78
11,79,77
-43,80,78
20,81,82
18,82,82
-13,83,85
-42,84,85
-30,85,84
-38,86,87
36,87,89
-35,88,88
4,89,89
-32,90,90
23,91,90
-35,92,93
4,93,95
32,94,95
47,95,94
-11,96,94
42,97,95
3,98,100
50,99,99
1,100,100
